student_id,subject,exam_score,homework_completion_%,teacher_comments
s00013,science,62,100%,financial during dark ahead a quickly challenge those expert break perhaps term.
s10896,history,72,90%,decision middle remember bring wait whatever sister.
s04649,arabic,77,80%,force animal before way subject gun president ten most recently.
s00022,english,47,90%,tell south policy some employee special wife turn blue.
s06315,geography,51,90%,No comment
s01636,english,85,95%,miss station walk must everybody admit else yeah.
s02829,english,79,0%,thousand relate themselves discussion personal political worker over teach daughter kitchen old.
s02061,history,44,90%,feeling public hit mention about table hand determine back late detail.
s08330,science,73,0%,third try think go gas station reveal conference you prove appear.
s06854,geography,93,0%,top type himself administration blue sing success traditional boy nearly young subject.
s03178,geography,75,0%,speak she half interesting future activity a degree skin away represent live.
s05197,geography,69,0%,certain condition bed natural between likely owner gas with watch open culture.
s02319,science,100,90%,board approach hand leave everyone other itself suggest school let.
s09950,math,44,80%,star fly fire middle official white drive.
s09358,history,100,90%,west approach large bit difference mother argue firm give black carry toward fund.
s02372,math,42,90%,want because occur go dark stuff remain shake.
s03752,geography,77,95%,positive generation either teacher wonder dark buy although rock charge leave few.
s08152,history,69,95%,trouble behavior audience or buy last particularly each laugh speech fear under.
s09035,geography,56,100%,than fall benefit himself tv gun sound management focus well.
s06776,history,56,80%,step resource them plan laugh including well region card subject new article.
s08990,science,66,90%,assume everybody hot unit tonight short garden by.
s10302,history,78,90%,left edge bill over list coach view.
s03032,science,51,95%,rock throughout improve stuff country memory her.
s08332,science,96,100%,No comment
s02148,science,89,80%,after magazine must street remain run measure scene rule when during.
s12153,math,45,90%,under parent technology way member government year security despite staff.
s06340,history,54,95%,out their real west between relationship.
s03045,geography,71,90%,section necessary news can class economic.
s03444,arabic,99,90%,training friend cell young movie thing let receive people list plant compare.
s06000,english,100,95%,fly one shake technology fast provide left already.
s06102,arabic,91,0%,know south ground forward no way.
s02468,geography,56,95%,No comment
s01243,arabic,47,95%,above edge direction month determine center movie people difficult water coach.
s06052,arabic,99,100%,important cell player property nature young interview force figure news teach sister.
s09242,science,64,0%,war yard line ability material like alone four source between method realize where.
s02658,history,42,0%,finish control direction size serious son unit.
s00726,math,90,95%,still enjoy protect collection education guy southern fly always.
s00745,arabic,72,0%,material city stop according write old.
s07462,science,41,100%,why style reason upon science people size occur fight.
s00084,science,88,90%,level fact mrs boy second price throw red hold hand us test increase.
s06551,history,48,95%,red myself one eight two stuff decide night attention player.
s04187,english,63,90%,team difficult fill eat side help figure far.
s10994,geography,96,80%,perform my less available middle party society.
s07779,arabic,51,90%,simple then onto why issue remember federal a deal body study them.
s01857,science,87,100%,spring someone similar pass meeting ok new tv seven bill.
s02805,english,63,95%,statement job social career method result car most my.
s02833,english,94,80%,power science yet pretty activity safe to job street apply.
s01493,history,48,90%,republican spring answer girl lose design actually election area.
s01263,history,74,80%,institution safe represent onto gun child enter development.
s04912,history,77,100%,international thus four reduce player create everyone fund expect election anyone.
s01657,arabic,99,100%,popular their long about up dog.
s03002,geography,100,90%,become green throughout action good building before reduce with free eight edge.
s11570,arabic,100,0%,majority general finish somebody play partner mean material require attention walk use.
s12031,geography,56,80%,get four follow perhaps population data either.
s09309,history,52,0%,detail hold them down must thing shake exist activity.
s04394,history,100,100%,No comment
s04804,geography,47,95%,start perhaps risk contain land notice visit behind mr short idea top build.
s03932,math,100,95%,sister serve decade which discuss sport sometimes.
s11158,geography,52,100%,almost reflect someone purpose you allow kind score weight finish.
s02990,history,85,90%,history choice line quickly market listen door thing then.
