student_id,subject,assignment_name,due_date,status,grade_feedback,guardian_signature
s05325,geography,human spring.,2024-11-10,not done,f,no
s09568,science,everyone language piece.,2025-01-26,pending,a,yes
s03266,science,weight very friend suddenly.,2024-09-08,done,c-,no
s10723,science,theory pretty especially.,2025-01-15,pending,b-,no
s04081,math,decade.,2025-03-06,not done,a,no
s03415,history,should ready.,2025-02-28,pending,f,unknown
s06836,math,finish hospital.,2025-01-30,done,a+,yes
s00072,math,nothing recently.,2025-01-30,done,b,unknown
s07083,history,upon quickly it.,2024-12-09,not done,c-,unknown
s08189,science,day respond.,2024-12-09,done,b,unknown
s01382,science,city newspaper model require.,2024-12-09,not done,c,no
s00396,geography,soldier suggest.,2024-11-02,not done,b,yes
s04295,geography,himself left.,2024-12-09,done,b-,no
s00055,geography,operation compare be.,2024-12-19,pending,d,no
s03917,english,activity care under.,2024-12-03,pending,a,no
s07880,science,person behind.,2024-11-13,not done,d,no
s01473,science,bill report provide.,2024-11-30,done,b,no
s07743,history,determine.,2024-09-21,not done,c-,yes
s11281,arabic,unit official these stage.,2024-09-17,done,b,no
s05897,math,management push value.,2024-12-09,done,b,unknown
s11799,arabic,experience operation than environment.,2024-12-09,done,d,yes
s00442,science,artist though those.,2024-10-24,done,c-,unknown
s04787,geography,build stand mr.,2024-11-10,not done,f,yes
s05475,english,example.,2024-10-11,done,c,yes
s00913,english,why prepare.,2024-11-18,done,a,no
s01309,english,happen important stuff.,2024-12-11,done,c,unknown
s00430,math,us decision study.,2025-01-24,pending,c,unknown
s11398,english,artist policy.,2025-02-06,done,c,no
s00546,history,free this.,2024-09-12,done,c,yes
s03509,arabic,consider seven senior.,2024-11-11,done,d,unknown
s11521,english,large.,2024-12-17,not done,d,no
s08478,history,alone than.,2025-01-03,done,f,yes
s00037,science,beat us model.,2024-11-24,not done,f,no
s01209,geography,organization nature.,2024-12-12,done,a,unknown
s06818,geography,again because enough.,2024-12-09,not done,b-,unknown
s02426,english,new even.,2025-01-26,done,d,yes
s06352,english,ever put save.,2024-11-28,not done,f,no
s07756,math,add population.,2024-12-04,done,a+,no
s00593,history,long.,2025-02-08,not done,f,unknown
s04649,history,seek party state may.,2025-03-05,done,d,unknown
s04774,science,easy tree edge.,2025-02-18,done,b,yes
s06831,history,past several.,2025-03-09,done,a,no
s03474,arabic,size law.,2025-01-03,pending,d,unknown
s05898,history,hold east.,2024-10-01,done,d,unknown
s09401,english,what perform then sing.,2024-12-09,done,a,unknown
s03541,geography,me kind doctor.,2024-09-24,done,c-,no
s07317,arabic,red animal.,2024-10-31,done,b-,unknown
s11373,science,picture plant.,2025-01-13,done,a+,no
s06808,science,city hair land.,2024-11-10,done,b-,unknown
s01956,english,approach guess me.,2025-02-26,not done,d,unknown
s01933,geography,consumer piece.,2024-11-07,not done,c,no
s02393,english,eat make.,2025-01-24,done,f,unknown
s00514,geography,chair table hope.,2024-11-08,done,b-,no
s07056,history,news piece.,2024-09-14,pending,f,yes
s00105,arabic,assume father some.,2024-12-15,done,a,unknown
s04517,english,adult difference.,2025-01-02,done,d,unknown
s09578,math,visit voice.,2024-12-09,done,a,unknown
s06462,arabic,apply seven.,2024-10-18,done,c-,no
s08140,english,institution yard huge.,2024-10-11,done,a+,no
s00773,history,media improve.,2024-09-08,done,a+,yes
s01483,english,recent message plant.,2024-11-25,pending,f,yes
s04853,history,region capital.,2025-02-12,done,c-,no
s07023,history,south.,2024-12-09,not done,a+,no
s00439,history,top dinner size.,2024-12-09,done,b,no
s07668,arabic,glass painting.,2025-01-19,done,d,unknown
s02595,science,start scientist community.,2024-12-23,done,c-,yes
s01184,english,discussion.,2024-12-18,pending,f,no
s03483,science,goal area skin.,2025-01-20,pending,c,yes
s01912,geography,thing life.,2024-12-09,not done,d,unknown
s02375,english,society close person.,2024-09-25,pending,b-,no
s11770,math,change.,2024-12-09,pending,c,no
s04576,geography,area stay school.,2024-11-21,pending,b-,no
s07071,arabic,look miss consumer.,2024-11-06,done,f,unknown
s00502,history,on.,2024-11-24,done,a,unknown
s07845,science,part window.,2024-12-09,pending,d,no
s09616,math,stuff.,2024-10-22,done,a+,no
s01082,geography,picture national.,2025-02-15,done,c,unknown
s03304,math,story.,2024-10-10,pending,b-,yes
s07089,geography,third free.,2024-12-07,done,d,yes
s06224,math,usually decade practice.,2025-02-07,pending,c,no
s04787,history,for eye boy.,2025-02-21,done,c-,yes
s03539,science,run strong.,2024-12-03,not done,d,unknown
s08262,history,many war finally.,2025-01-30,done,a+,yes
s09118,science,week market.,2024-11-23,done,b-,unknown
s05971,geography,material family prepare.,2024-12-09,done,c,unknown
s04238,math,lawyer number fact.,2024-10-15,not done,c-,no
s07635,history,prove.,2024-12-10,done,d,yes
s07322,science,significant argue run.,2024-10-29,done,f,yes
s00601,history,teach sure.,2025-01-26,not done,a,unknown
s09240,geography,walk political.,2024-11-13,done,b-,unknown
s09955,english,government magazine.,2024-10-21,not done,b-,yes
s02440,science,long clearly skin.,2025-02-22,not done,d,no
s12022,math,prove can least turn.,2025-01-18,done,d,yes
s07378,english,east different face.,2024-09-13,not done,d,yes
s06374,history,thank subject source.,2024-10-02,pending,b,no
s08269,history,particular school.,2024-12-09,not done,d,no
s00375,geography,technology arm your.,2024-10-19,done,d,no
s05435,geography,exactly throw.,2025-01-14,not done,f,no
s00918,math,enough pressure.,2024-12-09,not done,b-,yes
s04863,math,peace focus.,2024-11-06,done,b-,no
s04764,english,difficult.,2025-01-06,done,a+,yes
s10664,math,option i.,2024-11-25,pending,f,no
s00592,science,oil floor hand.,2025-03-01,done,b-,no
s03908,history,generation whatever.,2024-09-14,done,a+,yes
s03210,math,for administration bad.,2024-10-15,done,a+,unknown
s00904,geography,question.,2024-09-20,done,c,no
s08951,english,nature art.,2025-02-10,done,a+,yes
s05667,english,fact themselves.,2025-01-23,pending,d,unknown
s02909,science,visit yeah.,2024-12-09,done,a+,no
s09267,english,federal particular receive.,2025-01-07,done,f,no
s10408,geography,range poor fast.,2025-02-21,pending,b-,no
s02722,history,know her.,2024-10-02,pending,d,no
s11758,math,social red program.,2025-02-26,done,b-,unknown
s05839,history,never sure.,2024-09-13,done,b-,no
s01707,history,off establish you.,2024-10-28,done,a+,yes
s08716,science,ground right degree measure.,2024-10-23,not done,a+,yes
s11516,english,through business.,2025-01-13,pending,c-,yes
s04648,geography,level.,2025-01-27,done,b-,yes
s09331,english,serve determine.,2024-09-28,done,d,unknown
s01550,science,exactly particularly.,2025-02-22,done,b,unknown
s02587,science,dream left.,2025-01-18,pending,b,no
s02611,arabic,create that doctor.,2024-11-14,done,b-,unknown
s02808,arabic,court.,2024-10-03,done,b,yes
s03546,history,bag season.,2024-12-09,not done,a+,unknown
s09402,english,traditional.,2024-12-09,not done,b-,unknown
s00070,history,exist anyone himself ask.,2024-10-12,done,a+,unknown
s00944,history,new make.,2024-09-23,done,c-,no
s05908,arabic,fact truth community sign.,2024-11-12,pending,c-,yes
s01673,math,identify seek.,2024-12-10,done,d,yes
s02952,science,my analysis.,2024-09-22,done,f,yes
s09121,history,second.,2024-12-09,not done,a,yes
s10374,arabic,couple happy white.,2025-01-19,done,a,unknown
s06084,geography,red.,2025-03-03,not done,a+,yes
s01884,geography,too issue fall.,2025-02-06,not done,d,yes
s10690,history,under while.,2024-10-09,not done,a+,no
s11865,arabic,direction big mrs.,2024-12-09,done,c,yes
s01824,history,key join politics.,2024-11-11,done,a,yes
s01697,science,just interesting.,2024-09-09,done,f,unknown
s07826,arabic,system soldier.,2024-11-22,pending,c-,yes
s11448,geography,again cell beat.,2024-10-18,not done,b,yes
s02755,math,space both anyone recently.,2024-12-24,done,c,unknown
s06207,history,identify coach.,2025-01-07,done,d,no
s01106,english,bed.,2024-10-09,done,a+,unknown
s05012,english,section nearly.,2025-03-02,not done,a+,no
s01609,history,you against couple.,2024-12-09,pending,a,no
s06419,science,recently.,2025-01-03,not done,f,no
s05059,arabic,hit week.,2024-11-07,done,a+,no
s07031,english,animal music.,2024-12-09,not done,f,yes
s02209,history,work author side.,2024-11-08,not done,b,unknown
s10702,geography,reality environment feeling.,2025-01-28,done,b,yes
s10633,science,production.,2024-10-13,not done,c,yes
s02850,history,view next open.,2025-01-01,done,b-,yes
s03486,english,free soldier them.,2024-10-18,pending,d,yes
s00871,geography,less owner international.,2024-12-09,done,b-,no
s05110,english,idea pattern former.,2024-12-09,pending,b-,yes
s04470,math,administration effort person.,2025-02-01,pending,a,no
s03470,math,attention issue his.,2024-09-19,done,b,yes
s11473,english,sit base back project.,2025-02-05,not done,d,unknown
s05944,english,discover.,2024-12-09,not done,d,no
s03699,english,ahead foreign.,2024-12-11,pending,c,unknown
s10024,geography,around free their.,2024-12-09,done,c-,yes
s09789,arabic,itself name create.,2024-12-23,done,d,unknown
s02938,geography,order five stock.,2024-09-27,done,b,yes
s01679,arabic,heavy radio night.,2025-01-20,not done,f,no
s11647,history,onto seek hand.,2025-02-11,done,d,unknown
s09222,geography,leave remember boy.,2024-11-26,done,a+,yes
s08168,history,although stand what.,2024-11-26,pending,c-,yes
s01317,english,sound.,2024-09-22,done,f,no
s01432,english,since effect every.,2024-12-09,done,d,no
s02899,geography,hotel.,2024-12-09,pending,d,yes
s06617,arabic,personal eye.,2024-10-01,done,c-,no
s03583,arabic,even section.,2024-12-10,not done,d,unknown
s11429,english,every make ok.,2025-01-24,done,f,unknown
s10999,math,successful manager benefit.,2025-01-12,done,d,no
s02725,history,hold action respond.,2024-11-10,done,a+,no
s08880,arabic,into push.,2025-01-06,done,f,unknown
s00598,geography,according partner lawyer.,2025-02-21,done,c,yes
s06976,english,around hand itself.,2025-01-12,not done,a+,no
s06831,science,now at big.,2024-11-29,not done,c-,yes
s11643,history,possible bring.,2024-09-18,done,b-,no
s00215,history,drive contain data civil.,2024-12-09,done,f,yes
s00171,history,try often standard.,2024-09-12,done,a+,yes
s00335,geography,light describe onto.,2024-12-09,done,b,no
s06059,history,rock deal.,2024-12-09,done,a+,no
s03205,math,use i.,2024-12-18,done,f,yes
s10486,english,happy.,2024-12-08,done,c,unknown
s07865,arabic,care spend education.,2024-09-09,done,c,no
s06770,english,section argue reduce.,2025-01-05,not done,b-,unknown
s10441,geography,form that tonight.,2024-10-13,not done,c-,unknown
s01194,arabic,daughter bring among.,2024-11-24,done,d,unknown
s03416,english,any without collection.,2024-12-16,not done,b-,unknown
s03679,science,sell throughout commercial.,2024-12-07,done,c,yes
s07049,history,imagine theory.,2025-02-12,pending,a+,no
s08992,math,win shake stock.,2024-12-09,not done,c-,unknown
s10466,science,challenge serious.,2024-09-24,done,a+,no
s10220,geography,manager stuff.,2025-02-04,not done,b,no
s08046,arabic,thing soldier window.,2024-11-20,done,a,no
s07107,english,kind huge.,2025-01-18,not done,b-,unknown
s05848,history,ok personal.,2024-10-16,not done,c-,no
s09484,science,who deal build seat.,2024-12-23,pending,c,unknown
s08453,geography,speech medical federal write.,2025-02-11,not done,c-,yes
s04578,geography,realize view remain.,2025-02-13,done,c,unknown
s03405,english,indeed describe.,2024-12-01,done,b,no
s07547,history,dark your good.,2024-10-01,done,f,no
s08275,math,general success.,2024-10-31,not done,c-,no
s04134,history,blood dream century.,2024-12-09,done,b-,unknown
s10810,math,protect.,2024-10-23,not done,c,no
s06844,math,health call.,2025-01-16,not done,d,yes
s05454,english,much meet network.,2024-11-23,not done,a+,no
s09609,arabic,artist garden.,2024-12-05,done,a,yes
s06315,science,too happy herself.,2024-12-09,not done,b-,yes
s02171,geography,skin benefit.,2024-12-22,not done,f,unknown
s00103,english,often material world.,2024-12-15,done,b-,no
s07557,history,half easy.,2025-03-07,pending,a+,unknown
s01942,science,free set hospital.,2024-10-16,not done,f,no
s10538,history,stay money response.,2024-12-09,done,f,unknown
s03702,science,sound factor particular continue.,2025-01-10,not done,b,no
s06608,history,race onto safe.,2025-02-22,done,b,unknown
s04530,geography,simply yeah.,2024-12-09,done,c-,yes
s00698,math,interest system.,2024-11-25,done,a+,yes
s01662,english,someone necessary true.,2024-12-09,done,d,unknown
s01656,science,republican seem.,2025-01-30,done,b-,unknown
s11659,arabic,very car.,2025-03-07,done,a,yes
s05585,geography,when simple model.,2025-01-09,not done,d,yes
s04364,history,worker camera.,2024-09-28,done,b-,yes
s03530,english,seat body option.,2025-02-01,done,c,yes
s04785,english,trouble billion.,2024-10-30,done,c-,no
s03188,geography,church factor too.,2024-12-09,done,a+,unknown
s06613,arabic,far.,2024-12-28,pending,d,no
s08801,science,song cup.,2024-09-20,pending,c,no
s00515,math,guess try.,2024-12-09,done,b-,no
s09505,arabic,plant late.,2024-11-30,not done,c,no
s02562,arabic,well measure.,2025-01-29,pending,b-,unknown
s05745,math,building manage experience.,2025-01-16,done,a+,no
s09951,arabic,bar admit interview.,2024-11-23,not done,a,no
s11932,geography,growth.,2024-09-16,pending,f,yes
s07835,math,court military authority.,2024-09-23,done,c,no
s04873,math,little off.,2024-10-04,not done,c-,no
s03679,science,fact city true.,2024-09-14,done,b-,yes
s10337,science,particular get.,2025-01-31,not done,f,no
s00031,science,somebody happen various.,2024-10-12,done,f,unknown
s00445,math,fall teacher.,2024-12-09,not done,c,yes
s00953,math,year only call.,2025-01-16,done,a,yes
s07165,history,activity doctor.,2024-12-09,not done,f,no
s08822,science,hour threat.,2024-11-22,done,a,yes
s04431,arabic,tree.,2024-12-29,done,a+,yes
s11674,arabic,nothing current born.,2024-12-09,done,f,yes
s02294,science,suffer.,2025-02-11,done,b-,yes
s08560,arabic,guess we.,2024-12-09,not done,c,no
s01499,arabic,of suffer magazine.,2025-02-22,not done,d,unknown
s08014,arabic,wish experience.,2025-01-30,not done,d,yes
s03504,arabic,north exactly.,2025-02-21,done,b,no
s01213,history,baby piece.,2025-02-21,done,d,unknown
s09183,history,item part to.,2024-10-19,not done,a,no
s07949,history,business.,2025-02-11,not done,a+,no
s02899,science,series adult republican.,2024-12-27,done,c-,no
s00565,arabic,hard method.,2024-12-09,pending,b,no
s04549,geography,executive education rest.,2024-12-09,not done,a,unknown
s00090,arabic,beyond simply pass.,2025-02-25,not done,a,no
s09568,arabic,quite receive.,2024-11-11,done,c,yes
s03174,english,item.,2025-02-10,done,c-,yes
s00188,geography,maintain local.,2024-10-17,done,b,yes
s07547,science,ask election his.,2024-09-11,done,a,unknown
s01761,science,sing north.,2024-09-28,done,c,unknown
s02836,geography,doctor information middle.,2024-12-09,done,c-,yes
s10623,science,like walk.,2025-03-05,done,b,no
s08495,arabic,floor performance.,2024-12-21,pending,b,unknown
s04700,english,year tend be.,2024-12-09,not done,d,unknown
s06282,math,third girl.,2024-12-14,pending,b-,yes
s01334,history,agree behind.,2024-11-27,not done,b,no
s10418,history,line yard table.,2024-12-10,not done,b-,yes
s07134,arabic,drug her order.,2024-12-09,pending,b,unknown
s04756,english,door yard.,2024-12-09,done,f,yes
s02411,science,too interest sing.,2025-03-02,not done,c-,unknown
s10355,geography,very night growth.,2024-12-09,pending,d,yes
s05722,history,whose must daughter.,2024-12-09,done,c-,yes
s08366,english,reality him soon.,2024-12-09,not done,c-,no
s07682,math,during week.,2024-09-11,done,c-,no
s03088,english,subject water.,2024-12-12,not done,d,unknown
s11754,math,serve.,2024-12-09,not done,c-,yes
s06507,math,most set.,2024-11-24,done,c,yes
s04189,english,your word drive herself.,2025-02-09,done,a,unknown
s12049,geography,above.,2025-01-06,done,b-,unknown
s03482,science,care leave cultural.,2025-02-05,done,d,no
s11503,geography,money near deep.,2025-02-03,not done,f,no
s11279,geography,kid.,2024-09-17,pending,c-,yes
